sector,lat,lng,count,country,region_code,local_authority_code
ME1 9,51.386625,0.506789,280,England,E12000008,E06000035
ME10 1,51.33941,0.720988,359,England,E12000008,E07000113
ME10 2,51.353062,0.734435,351,England,E12000008,E07000113
ME10 3,51.342638,0.751663,304,England,E12000008,E07000113
ME10 4,51.335372,0.74336,321,England,E12000008,E07000113
ME10 5,51.350838,0.717076,76,England,E12000008,E07000113
ME10 9,51.339259,0.735233,229,England,E12000008,E07000113
ME11 5,51.41364,0.748332,147,England,E12000008,E07000113
ME12 1,51.436869,0.757399,299,England,E12000008,E07000113
ME12 2,51.431357,0.788181,292,England,E12000008,E07000113
ME12 3,51.419096,0.790788,356,England,E12000008,E07000113
ME12 4,51.406689,0.879528,240,England,E12000008,E07000113
ME12 6,51.411886,0.786135,4,England,E12000008,E07000113
ME12 9,57.774523,0.664631,46,England,E12000008,E07000113
ME13 0,51.285385,0.851331,248,England,E12000008,E07000113
ME13 3,58.161233,0.767087,64,England,E12000008,E07000113
ME13 7,51.318838,0.883771,355,England,E12000008,E07000113
ME13 8,51.311347,0.892957,385,England,E12000008,E07000113
ME13 9,51.298418,0.942988,312,England,E12000008,E07000113
ME14 1,51.274492,0.524009,347,England,E12000008,E07000110
ME14 2,51.284051,0.525012,339,England,E12000008,E07000110
ME14 3,51.298219,0.553405,157,England,E12000008,E07000110
ME14 4,51.272374,0.569225,236,England,E12000008,E07000110
ME14 5,51.276724,0.540616,370,England,E12000008,E07000110
ME14 9,51.255609,0.544225,377,England,E12000008,E07000110
ME15 0,51.242884,0.490173,241,England,E12000008,E07000110
ME15 6,51.265341,0.52115,390,England,E12000008,E07000110
ME15 7,51.259929,0.538333,306,England,E12000008,E07000110
ME15 8,51.256001,0.558266,385,England,E12000008,E07000110
ME15 9,51.24662,0.542806,387,England,E12000008,E07000110
ME16 0,51.280143,0.500836,396,England,E12000008,E07000110
ME16 8,51.269137,0.507199,331,England,E12000008,E07000110
ME16 9,51.268954,0.482372,252,England,E12000008,E07000110
ME17 1,51.246733,0.643469,355,England,E12000008,E07000110
ME17 2,51.236078,0.692542,253,England,E12000008,E07000110
ME17 3,51.228555,0.585964,378,England,E12000008,E07000110
ME17 4,51.235261,0.515094,360,England,E12000008,E07000110
ME18 5,51.257298,0.419328,258,England,E12000008,E07000115
ME18 6,51.220995,0.429947,147,England,E12000008,E07000110
ME19 4,51.279497,0.407674,379,England,E12000008,E07000115
ME19 5,51.307911,0.399926,300,England,E12000008,E07000115
ME19 6,51.29391,0.424729,341,England,E12000008,E07000115
ME2 1,51.364099,0.451728,186,England,E12000008,E06000035
ME2 2,51.39054,0.477473,389,England,E12000008,E06000035
ME2 3,51.399011,0.48814,299,England,E12000008,E06000035
ME2 4,51.399615,0.506913,354,England,E12000008,E06000035
ME20 6,51.30542,0.44542,377,England,E12000008,E07000115
ME20 7,51.304405,0.474623,381,England,E12000008,E07000115
ME3 0,51.451552,0.703951,83,England,E12000008,E06000035
ME3 7,51.430941,0.479251,275,England,E12000008,E07000109
ME3 8,51.427749,0.526386,340,England,E12000008,E06000035
ME3 9,51.430366,0.57924,363,England,E12000008,E06000035
ME4 3,51.40255,0.53854,121,England,E12000008,E06000035
ME4 4,51.386823,0.529298,385,England,E12000008,E06000035
ME4 5,51.374402,0.532202,306,England,E12000008,E06000035
ME4 6,51.37338,0.519245,304,England,E12000008,E06000035
ME4 9,59.03995,0.44272,146,England,E12000008,E06000035
ME5 0,51.357318,0.527188,286,England,E12000008,E06000035
ME5 7,51.367035,0.540685,305,England,E12000008,E06000035
ME5 8,51.342944,0.539157,363,England,E12000008,E06000035
ME5 9,51.344842,0.519951,344,England,E12000008,E06000035
ME6 5,51.328802,0.43991,308,England,E12000008,E07000115
ME6 9,51.319274,0.439209,243,England,E12000008,E07000115
ME7 1,51.390912,0.550276,339,England,E12000008,E06000035
ME7 2,51.383904,0.565887,285,England,E12000008,E06000035
ME7 3,51.354566,0.566926,244,England,E12000008,E06000035
ME7 4,51.382334,0.552203,239,England,E12000008,E06000035
ME7 5,51.383898,0.542089,288,England,E12000008,E06000035
ME7 9,59.915119,0.450733,57,England,E12000008,E06000035
ME8 0,51.356459,0.585328,295,England,E12000008,E06000035
ME8 1,57.387532,0.504269,105,England,E12000008,E06000035
ME8 6,51.373739,0.582512,268,England,E12000008,E06000035
ME8 7,51.369379,0.606202,282,England,E12000008,E06000035
ME8 8,51.360246,0.611735,304,England,E12000008,E06000035
ME8 9,51.352041,0.595103,306,England,E12000008,E06000035
ME9 0,51.296847,0.757555,195,England,E12000008,E07000113
ME9 7,51.351193,0.661452,315,England,E12000008,E07000113
ME9 8,51.347133,0.716438,348,England,E12000008,E07000113
ME9 9,51.331907,0.794071,220,England,E12000008,E07000113
ME99 1,51.39057,0.503815,1,England,E12000008,E06000035
ME99 2,54.526436,0.48452,15,England,E12000008,E07000110
MK1 1,52.007112,-0.729673,302,England,E12000008,E06000042
MK1 9,59.231329,-0.611695,186,England,E12000008,E06000042
MK10 0,52.035548,-0.685643,51,England,E12000008,E06000042
MK10 1,52.031328,-0.694496,399,England,E12000008,E06000042
MK10 7,52.047264,-0.683388,205,England,E12000008,E06000042
MK10 9,52.039875,-0.703749,362,England,E12000008,E06000042
MK11 1,52.05443,-0.847062,231,England,E12000008,E06000042
MK11 2,52.049139,-0.83156,37,England,E12000008,E06000042
MK11 3,52.046895,-0.822788,118,England,E12000008,E06000042
MK11 4,52.045178,-0.836771,64,England,E12000008,E06000042
MK11 7,99.999999,0.0,1,England,,
MK11 9,60.639067,-0.680269,240,England,E12000008,E06000042
MK12 5,52.059412,-0.818172,341,England,E12000008,E06000042
MK12 6,52.05141,-0.818055,143,England,E12000008,E06000042
MK13 0,52.057877,-0.799781,193,England,E12000008,E06000042
MK13 7,52.055601,-0.785192,245,England,E12000008,E06000042
MK13 8,52.045001,-0.783382,185,England,E12000008,E06000042
MK13 9,52.048155,-0.791087,138,England,E12000008,E06000042
MK14 5,52.066672,-0.767767,288,England,E12000008,E06000042
MK14 6,52.058955,-0.774527,299,England,E12000008,E06000042
MK14 7,52.051237,-0.761589,208,England,E12000008,E06000042
MK15 0,52.045243,-0.720484,81,England,E12000008,E06000042
MK15 8,52.061263,-0.730773,113,England,E12000008,E06000042
MK15 9,52.0571,-0.72623,176,England,E12000008,E06000042
MK16 0,52.079467,-0.723147,238,England,E12000008,E06000042
MK16 6,63.191836,-0.541155,69,England,E12000008,E06000042
MK16 8,52.091657,-0.739081,336,England,E12000008,E06000042
MK16 9,52.093488,-0.698079,258,England,E12000008,E06000042
MK17 0,51.978902,-0.807521,293,England,E12000008,E06000060
MK17 7,52.034494,-0.652032,88,England,E12000008,E06000042
MK17 8,52.021858,-0.654027,390,England,E12000008,E06000042
MK17 9,51.984957,-0.660166,286,England,E12000008,E06000042
MK18 0,99.999999,0.0,1,England,,
MK18 1,52.000831,-0.985368,395,England,E12000008,E06000060
MK18 2,51.951699,-0.961751,294,England,E12000008,E06000060
MK18 3,51.942734,-0.888639,307,England,E12000008,E06000060
MK18 4,51.977582,-1.032922,258,England,E12000008,E06000060
MK18 5,52.030258,-0.993768,159,England,E12000008,E06000060
MK18 6,52.01115,-0.970815,8,England,E12000008,E06000060
MK18 7,51.995868,-0.975355,161,England,E12000008,E06000060
MK18 8,60.57188,-0.810002,28,England,E12000008,E06000060
MK18 9,57.565675,-0.871835,69,England,E12000008,E06000060
MK19 6,52.051911,-0.87317,248,England,E12000004,E06000062
MK19 7,52.093499,-0.828197,231,England,E12000008,E06000042
MK2 2,51.996481,-0.724835,355,England,E12000008,E06000042
MK2 3,51.984942,-0.726631,250,England,E12000008,E06000042
MK2 9,99.999999,0.0,1,England,,
MK20 0,52.073806,-0.719753,6,England,E12000008,E06000042
MK3 4,51.985191,-0.784591,9,England,E12000008,E06000060
MK3 5,51.98527,-0.746666,317,England,E12000008,E06000042
MK3 6,52.000462,-0.745137,241,England,E12000008,E06000042
MK3 7,52.000804,-0.756743,324,England,E12000008,E06000042
MK4 1,52.010085,-0.75943,195,England,E12000008,E06000042
MK4 2,52.005315,-0.771392,175,England,E12000008,E06000042
MK4 3,51.998881,-0.77703,133,England,E12000008,E06000042
MK4 4,52.001615,-0.795616,299,England,E12000008,E06000042
MK40 1,52.136835,-0.470902,317,England,E12000006,E06000055
MK40 2,52.140693,-0.472076,354,England,E12000006,E06000055
MK40 3,52.138142,-0.458183,353,England,E12000006,E06000055
MK40 4,52.135409,-0.496795,392,England,E12000006,E06000055
MK40 9,52.134609,-0.474213,160,England,E12000006,E06000055
MK41 0,52.148294,-0.425927,371,England,E12000006,E06000055
MK41 5,54.215546,-0.454882,46,England,E12000006,E06000055
MK41 6,52.163743,-0.494848,135,England,E12000006,E06000055
MK41 7,52.153416,-0.465923,381,England,E12000006,E06000055
MK41 8,52.153498,-0.443497,233,England,E12000006,E06000055
MK41 9,52.142078,-0.443593,274,England,E12000006,E06000055
MK42 0,52.120335,-0.444359,387,England,E12000006,E06000055
MK42 2,52.131993,-0.46301,1,England,E12000006,E06000055
MK42 5,55.047459,-0.444947,115,England,E12000006,E06000055
MK42 6,52.0885,-0.464804,126,England,E12000006,E06000055
MK42 7,52.113676,-0.497144,340,England,E12000006,E06000055
MK42 8,52.122049,-0.490084,318,England,E12000006,E06000055
MK42 9,52.123293,-0.468717,386,England,E12000006,E06000055
MK43 0,52.062617,-0.577205,391,England,E12000006,E06000056
MK43 1,52.076654,-0.603244,11,England,E12000006,E06000056
MK43 2,52.060349,-0.55957,14,England,E12000006,E06000056
MK43 5,51.985465,-0.772386,1,England,E12000008,E06000042
MK43 6,54.413733,-0.452895,42,England,E12000006,E06000055
MK43 7,52.182448,-0.55339,293,England,E12000006,E06000055
MK43 8,52.144692,-0.550085,318,England,E12000006,E06000055
MK43 9,52.094815,-0.51753,322,England,E12000006,E06000055
MK44 1,52.224179,-0.514008,263,England,E12000006,E06000055
MK44 2,52.20681,-0.424141,265,England,E12000006,E06000055
MK44 3,52.148357,-0.366649,343,England,E12000006,E06000055
MK44 5,60.837253,-0.389079,22,England,E12000006,E06000055
MK45 1,52.00906,-0.499082,391,England,E12000006,E06000056
MK45 2,52.036346,-0.483824,392,England,E12000006,E06000056
MK45 3,52.083348,-0.456746,348,England,E12000006,E06000055
MK45 4,52.01131,-0.428805,331,England,E12000006,E06000056
MK45 5,52.00463,-0.483986,190,England,E12000006,E06000056
MK45 6,52.13442,-0.475541,6,England,E12000006,E06000055
MK45 9,52.024901,-0.50482,126,England,E12000006,E06000056
MK46 4,52.157007,-0.681241,160,England,E12000008,E06000042
MK46 5,52.151334,-0.705102,245,England,E12000008,E06000042
MK5 5,52.028363,-0.799491,5,England,E12000008,E06000042
MK5 6,52.019961,-0.784578,228,England,E12000008,E06000042
MK5 7,52.013856,-0.772838,221,England,E12000008,E06000042
MK5 8,52.026059,-0.772845,167,England,E12000008,E06000042
MK6 1,52.02418,-0.748723,63,England,E12000008,E06000042
MK6 2,52.032997,-0.747707,357,England,E12000008,E06000042
MK6 3,52.031047,-0.725307,215,England,E12000008,E06000042
MK6 4,52.019127,-0.731932,111,England,E12000008,E06000042
MK6 5,52.027055,-0.740858,134,England,E12000008,E06000042
MK7 6,52.02825,-0.698431,169,England,E12000008,E06000042
MK7 7,52.021305,-0.692244,273,England,E12000008,E06000042
MK7 8,52.014289,-0.688577,220,England,E12000008,E06000042
MK77 1,52.041111,-0.816043,69,England,E12000008,E06000042
MK8 0,52.031371,-0.811017,202,England,E12000008,E06000042
MK8 1,52.032358,-0.817424,177,England,E12000008,E06000042
MK8 8,52.041635,-0.807496,213,England,E12000008,E06000042
MK8 9,52.036953,-0.801224,131,England,E12000008,E06000042
MK9 1,52.036307,-0.758626,173,England,E12000008,E06000042
MK9 2,52.037764,-0.749867,233,England,E12000008,E06000042
MK9 3,52.042355,-0.749225,230,England,E12000008,E06000042
MK9 4,52.045194,-0.738088,47,England,E12000008,E06000042
MK98 1,52.055471,-0.760259,29,England,E12000008,E06000042
ML1 1,55.790756,-3.98688,294,Scotland,S99999999,S12000050
ML1 2,55.778667,-3.975394,306,Scotland,S99999999,S12000050
ML1 3,55.794003,-4.005247,362,Scotland,S99999999,S12000050
ML1 4,55.813089,-3.973433,385,Scotland,S99999999,S12000050
ML1 5,55.811518,-3.940077,350,Scotland,S99999999,S12000050
ML1 9,56.341402,-3.938983,160,Scotland,S99999999,S12000050
ML10 0,99.999999,0.0,1,Scotland,S99999999,
ML10 5,55.676141,-4.064991,1,Scotland,S99999999,S12000029
ML10 6,55.683026,-4.064094,383,Scotland,S99999999,S12000029
ML10 9,55.740268,-3.973721,15,Scotland,S99999999,S12000029
ML11 0,55.607719,-3.8771,277,Scotland,S99999999,S12000029
ML11 1,55.670362,-3.762356,36,Scotland,S99999999,S12000029
ML11 7,55.677916,-3.767473,272,Scotland,S99999999,S12000029
ML11 8,55.717243,-3.666426,287,Scotland,S99999999,S12000029
ML11 9,55.661616,-3.832735,392,Scotland,S99999999,S12000029
ML12 6,55.572363,-3.5905,390,Scotland,S99999999,S12000029
ML12 9,57.959513,-3.338253,19,Scotland,S99999999,S12000029
ML2 0,55.76487,-3.932074,257,Scotland,S99999999,S12000050
ML2 2,57.352096,-3.807454,28,Scotland,S99999999,S12000050
ML2 7,55.779148,-3.93109,306,Scotland,S99999999,S12000050
ML2 8,55.777993,-3.907804,297,Scotland,S99999999,S12000050
ML2 9,55.786077,-3.877536,200,Scotland,S99999999,S12000050
ML3 0,55.782493,-4.056275,270,Scotland,S99999999,S12000029
ML3 3,55.777202,-4.04474,163,Scotland,S99999999,S12000029
ML3 6,55.773767,-4.042345,260,Scotland,S99999999,S12000029
ML3 7,55.761801,-4.03434,385,Scotland,S99999999,S12000029
ML3 8,55.761731,-4.063849,320,Scotland,S99999999,S12000029
ML3 9,55.774708,-4.074698,315,Scotland,S99999999,S12000029
ML4 1,55.822898,-4.014117,229,Scotland,S99999999,S12000050
ML4 2,55.812167,-4.018622,261,Scotland,S99999999,S12000050
ML4 3,55.822245,-4.033738,208,Scotland,S99999999,S12000050
ML4 9,58.145068,-3.801072,19,Scotland,S99999999,S12000050
ML5 1,55.860893,-4.038809,208,Scotland,S99999999,S12000050
ML5 2,55.879454,-4.042789,274,Scotland,S99999999,S12000050
ML5 3,55.862547,-4.018852,210,Scotland,S99999999,S12000050
ML5 4,55.849723,-4.012812,333,Scotland,S99999999,S12000050
ML5 5,55.849192,-4.045223,257,Scotland,S99999999,S12000050
ML5 8,55.850056,-4.058713,1,Scotland,S99999999,S12000050
ML5 9,60.952978,-3.55402,26,Scotland,S99999999,S12000050
ML6 0,55.873808,-3.992718,197,Scotland,S99999999,S12000050
ML6 1,61.120621,-3.505908,42,Scotland,S99999999,S12000050
ML6 6,55.873021,-3.976916,275,Scotland,S99999999,S12000050
ML6 7,55.88481,-3.932955,312,Scotland,S99999999,S12000050
ML6 8,55.854503,-3.948692,362,Scotland,S99999999,S12000050
ML6 9,55.85778,-3.97888,298,Scotland,S99999999,S12000050
ML7 4,55.827143,-3.818885,176,Scotland,S99999999,S12000050
ML7 5,55.831452,-3.780209,280,Scotland,S99999999,S12000050
ML7 9,70.546966,-2.538764,6,Scotland,S99999999,S12000050
ML8 4,55.727794,-3.821048,252,Scotland,S99999999,S12000029
ML8 5,55.730235,-3.853822,339,Scotland,S99999999,S12000029
ML8 9,55.670357,-3.762369,13,Scotland,S99999999,S12000029
ML9 1,55.733225,-3.973963,229,Scotland,S99999999,S12000029
ML9 2,55.737355,-3.964044,311,Scotland,S99999999,S12000029
ML9 3,55.703379,-3.968722,249,Scotland,S99999999,S12000029
ML9 9,55.740266,-3.973721,14,Scotland,S99999999,S12000029
N1 0,51.537399,-0.111842,391,England,E12000007,E09000019
N1 1,51.540736,-0.10671,394,England,E12000007,E09000019
N1 2,51.542321,-0.097752,396,England,E12000007,E09000019
N1 3,51.541154,-0.091583,283,England,E12000007,E09000019
N1 4,51.544322,-0.085563,281,England,E12000007,E09000019
N1 5,51.53692,-0.084988,298,England,E12000007,E09000012
N1 6,51.53105,-0.086847,348,England,E12000007,E09000012
N1 7,51.533581,-0.094216,377,England,E12000007,E09000012
N1 8,51.535981,-0.100002,357,England,E12000007,E09000019
N1 9,51.53386,-0.113203,379,England,E12000007,E09000019
N10 1,51.596676,-0.147755,265,England,E12000007,E09000014
N10 2,51.597256,-0.142642,306,England,E12000007,E09000014
N10 3,51.589308,-0.143529,350,England,E12000007,E09000014
N10 9,57.643172,-0.124971,112,England,E12000007,E09000014
N11 1,51.618447,-0.140913,342,England,E12000007,E09000010
N11 2,51.609894,-0.128815,307,England,E12000007,E09000014
N11 3,51.613641,-0.147492,282,England,E12000007,E09000003
N11 9,59.755705,-0.099547,101,England,E12000007,E09000010
N12 0,51.610637,-0.173928,290,England,E12000007,E09000003
N12 2,59.680725,-0.150577,114,England,E12000007,E09000003
N12 7,51.617295,-0.188352,202,England,E12000007,E09000003
N12 8,51.616544,-0.180721,366,England,E12000007,E09000003
N12 9,51.616592,-0.173426,336,England,E12000007,E09000003
N13 4,51.621187,-0.109411,359,England,E12000007,E09000010
N13 5,51.622225,-0.0991,344,England,E12000007,E09000010
N13 6,51.615685,-0.101201,142,England,E12000007,E09000010
N13 9,69.328197,-0.063079,41,England,E12000007,E09000010
N14 4,51.64022,-0.13216,349,England,E12000007,E09000010
N14 5,51.633248,-0.134656,252,England,E12000007,E09000010
N14 6,51.6315,-0.124959,279,England,E12000007,E09000010
N14 7,51.624859,-0.128124,191,England,E12000007,E09000010
N14 9,56.742806,-0.114712,123,England,E12000007,E09000010
N15 3,51.583587,-0.096903,266,England,E12000007,E09000014
N15 4,51.583582,-0.078378,371,England,E12000007,E09000014
N15 5,51.581398,-0.084537,244,England,E12000007,E09000014
N15 6,51.577052,-0.079918,289,England,E12000007,E09000014
N15 9,61.039831,-0.101676,92,England,E12000007,E09000019
N16 0,51.563786,-0.079405,280,England,E12000007,E09000012
N16 1,55.997959,-0.070072,175,England,E12000007,E09000012
N16 5,51.569882,-0.078818,366,England,E12000007,E09000012
N16 6,51.569859,-0.070186,320,England,E12000007,E09000012
N16 7,51.56141,-0.071797,295,England,E12000007,E09000012
N16 8,51.556886,-0.078622,332,England,E12000007,E09000012
N16 9,51.558972,-0.084704,182,England,E12000007,E09000012
N17 0,51.602265,-0.061665,354,England,E12000007,E09000014
N17 1,56.780234,-0.06391,168,England,E12000007,E09000014
N17 6,51.59356,-0.076978,396,England,E12000007,E09000014
N17 7,51.600779,-0.083964,257,England,E12000007,E09000014
N17 8,51.602946,-0.073225,194,England,E12000007,E09000014
N17 9,51.592691,-0.063439,390,England,E12000007,E09000014
N18 1,51.613841,-0.076959,325,England,E12000007,E09000010
N18 2,51.613517,-0.060147,388,England,E12000007,E09000010
N18 3,51.613087,-0.044594,118,England,E12000007,E09000010
N18 9,60.546308,-0.052128,65,England,E12000007,E09000010
N19 3,51.568591,-0.127225,367,England,E12000007,E09000019
N19 4,51.564719,-0.124055,305,England,E12000007,E09000019
N19 5,51.562617,-0.134424,355,England,E12000007,E09000019
N19 9,57.9765,-0.105461,136,England,E12000007,E09000019
N1C 4,51.536643,-0.125795,90,England,E12000007,E09000007
N1P 1,51.538966,-0.103402,400,England,E12000007,E09000019
N1P 2,51.538991,-0.103388,400,England,E12000007,E09000019
N1P 3,99.999999,0.0,334,England,,
N2 0,51.587693,-0.171693,385,England,E12000007,E09000003
N2 2,59.102503,-0.141579,116,England,E12000007,E09000003
N2 8,51.593067,-0.170208,216,England,E12000007,E09000003
N2 9,51.591743,-0.163039,260,England,E12000007,E09000003
N20 0,51.626975,-0.167557,372,England,E12000007,E09000003
N20 2,60.931753,-0.140313,78,England,E12000007,E09000003
N20 8,51.630286,-0.189347,206,England,E12000007,E09000003
N20 9,51.632732,-0.173522,253,England,E12000007,E09000003
N21 1,51.639555,-0.106257,308,England,E12000007,E09000010
N21 2,51.636111,-0.092567,262,England,E12000007,E09000010
N21 3,51.630825,-0.098776,258,England,E12000007,E09000010
N21 9,55.663539,-0.091222,132,England,E12000007,E09000010
N22 4,51.602276,-0.118975,353,England,E12000007,E09000014
N22 5,51.60086,-0.105838,300,England,E12000007,E09000014
N22 6,51.595497,-0.107063,334,England,E12000007,E09000014
N22 7,51.598972,-0.123197,160,England,E12000007,E09000014
N22 8,51.603095,-0.116483,247,England,E12000007,E09000014
N22 9,51.598467,-0.118592,228,England,E12000007,E09000014
N3 1,51.603149,-0.195258,383,England,E12000007,E09000003
N3 2,51.601263,-0.188594,358,England,E12000007,E09000003
N3 3,51.596055,-0.198319,334,England,E12000007,E09000003
N3 9,57.741536,-0.17024,134,England,E12000007,E09000003
N4 1,51.576712,-0.09679,388,England,E12000007,E09000014
N4 2,51.567818,-0.096434,397,England,E12000007,E09000012
N4 3,51.568528,-0.109784,350,England,E12000007,E09000019
N4 4,51.574069,-0.108945,240,England,E12000007,E09000014
N4 9,57.14253,-0.113641,217,England,E12000007,E09000019
N5 1,51.553679,-0.101767,372,England,E12000007,E09000019
N5 2,51.553889,-0.095219,366,England,E12000007,E09000019
N5 9,57.823333,-0.086167,85,England,E12000007,E09000019
N6 4,51.57467,-0.147512,261,England,E12000007,E09000014
N6 5,51.572206,-0.135519,396,England,E12000007,E09000014
N6 6,51.565911,-0.145134,176,England,E12000007,E09000007
N6 9,66.365291,-0.084604,36,England,E12000007,E09000019
N7 0,51.554516,-0.124837,303,England,E12000007,E09000019
N7 1,55.54204,-0.111594,134,England,E12000007,E09000019
N7 6,51.557264,-0.117483,280,England,E12000007,E09000019
N7 7,51.558017,-0.112125,247,England,E12000007,E09000019
N7 8,51.548883,-0.113055,343,England,E12000007,E09000019
N7 9,51.549117,-0.120728,332,England,E12000007,E09000019
N8 0,51.586227,-0.109935,313,England,E12000007,E09000014
N8 1,65.046347,-0.117606,79,England,E12000007,E09000005
N8 7,51.585948,-0.120913,329,England,E12000007,E09000014
N8 8,51.581493,-0.124781,311,England,E12000007,E09000014
N8 9,51.580165,-0.11836,340,England,E12000007,E09000014
N81 1,51.579836,-0.097085,14,England,E12000007,E09000014
N9 0,51.624141,-0.054426,336,England,E12000007,E09000010
N9 1,60.307961,-0.05199,117,England,E12000007,E09000010
N9 7,51.632045,-0.058365,235,England,E12000007,E09000010
N9 8,51.632012,-0.049643,257,England,E12000007,E09000010
N9 9,51.626132,-0.068359,378,England,E12000007,E09000010
NE1 1,54.970798,-1.612493,184,England,E12000001,E08000021
NE1 2,54.974931,-1.606189,172,England,E12000001,E08000021
NE1 3,54.967895,-1.611301,143,England,E12000001,E08000021
NE1 4,54.972156,-1.62073,191,England,E12000001,E08000021
NE1 5,54.971041,-1.617097,175,England,E12000001,E08000021
NE1 6,54.97242,-1.610645,184,England,E12000001,E08000021
NE1 7,54.975509,-1.614247,131,England,E12000001,E08000021
NE1 8,54.976074,-1.610429,146,England,E12000001,E08000021
NE10 0,54.955192,-1.559631,322,England,E12000001,E08000037
NE10 8,54.943367,-1.543448,334,England,E12000001,E08000037
NE10 9,54.946618,-1.570522,265,England,E12000001,E08000037
NE11 0,54.930312,-1.619729,369,England,E12000001,E08000037
NE11 9,54.950516,-1.644758,346,England,E12000001,E08000037
NE12 0,55.033377,-1.569777,395,England,E12000001,E08000022
NE12 2,59.008628,-1.428931,124,England,E12000001,E08000022
NE12 5,55.04003,-1.579432,67,England,E12000001,E08000022
NE12 6,55.032021,-1.565883,283,England,E12000001,E08000022
NE12 7,55.026288,-1.574193,149,England,E12000001,E08000022
NE12 8,55.014098,-1.583482,330,England,E12000001,E08000022
NE12 9,55.020773,-1.555344,274,England,E12000001,E08000022
NE13 6,55.051458,-1.628807,183,England,E12000001,E08000022
NE13 7,55.044182,-1.651229,208,England,E12000001,E08000021
NE13 8,55.021499,-1.686401,62,England,E12000001,E08000021
NE13 9,55.030323,-1.652835,114,England,E12000001,E08000021
NE15 0,54.997594,-1.817165,101,England,E12000001,E06000057
NE15 6,54.972226,-1.678673,283,England,E12000001,E08000021
NE15 7,54.980878,-1.692666,230,England,E12000001,E08000021
NE15 8,54.982287,-1.722344,281,England,E12000001,E08000021
NE15 9,54.993819,-1.746236,286,England,E12000001,E08000021
NE16 3,54.954927,-1.685143,118,England,E12000001,E08000037
NE16 4,54.945668,-1.677877,241,England,E12000001,E08000037
NE16 5,54.933886,-1.686142,348,England,E12000001,E08000037
NE16 6,54.908046,-1.729751,196,England,E12000001,E06000047
NE16 9,65.357424,-1.313878,26,England,E12000001,E08000037
NE17 7,54.914405,-1.818262,196,England,E12000001,E08000037
NE17 9,54.96944,-1.842335,6,England,E12000001,E06000057
NE18 0,55.038594,-1.860406,79,England,E12000001,E06000057
NE19 1,55.253704,-2.198974,119,England,E12000001,E06000057
NE19 2,55.105885,-1.993055,121,England,E12000001,E06000057
NE2 1,54.981519,-1.599624,256,England,E12000001,E08000021
NE2 2,54.990524,-1.601868,147,England,E12000001,E08000021
NE2 3,54.994799,-1.609388,124,England,E12000001,E08000021
NE2 4,54.98283,-1.620375,150,England,E12000001,E08000021
NE20 0,55.067235,-1.833169,199,England,E12000001,E06000057
NE20 2,55.968416,-1.712689,49,England,E12000001,E06000057
NE20 8,55.051224,-1.740158,1,England,E12000001,E06000057
NE20 9,55.044028,-1.751348,357,England,E12000001,E06000057
NE21 1,54.928119,-1.742509,1,England,E12000001,E08000037
NE21 4,54.964588,-1.725547,217,England,E12000001,E08000037
NE21 5,54.959736,-1.71052,288,England,E12000001,E08000037
NE21 6,54.951832,-1.726367,221,England,E12000001,E08000037
NE21 9,59.058786,-1.552807,11,England,E12000001,E08000037
NE22 5,55.135317,-1.579776,275,England,E12000001,E06000057
NE22 6,55.135119,-1.604806,195,England,E12000001,E06000057
NE22 7,55.143881,-1.566358,155,England,E12000001,E06000057
NE23 0,63.688692,-1.292714,47,England,E12000001,E06000057
NE23 1,55.092119,-1.591591,176,England,E12000001,E06000057
NE23 2,55.09025,-1.575328,122,England,E12000001,E06000057
NE23 3,55.099832,-1.584954,143,England,E12000001,E06000057
NE23 6,55.079043,-1.581762,330,England,E12000001,E06000057
NE23 7,55.060995,-1.577999,309,England,E12000001,E08000022
NE23 8,55.085437,-1.610222,160,England,E12000001,E06000057
NE23 9,55.092809,-1.584443,387,England,E12000001,E06000057
NE24 1,55.133027,-1.516283,219,England,E12000001,E06000057
NE24 2,55.123455,-1.512328,213,England,E12000001,E06000057
NE24 3,55.116383,-1.509349,313,England,E12000001,E06000057
NE24 4,55.116874,-1.539813,301,England,E12000001,E06000057
NE24 5,55.126201,-1.531673,244,England,E12000001,E06000057
NE24 9,55.126947,-1.508561,132,England,E12000001,E06000057
NE25 0,55.071552,-1.520442,287,England,E12000001,E06000057
NE25 8,55.035985,-1.463756,258,England,E12000001,E08000022
NE25 9,55.040425,-1.480617,298,England,E12000001,E08000022
NE26 1,55.04564,-1.456836,232,England,E12000001,E08000022
NE26 2,55.040025,-1.444099,186,England,E12000001,E08000022
NE26 3,55.045937,-1.462353,201,England,E12000001,E08000022
NE26 4,55.077164,-1.475708,131,England,E12000001,E06000057
NE26 9,68.552555,-1.041928,113,England,E12000001,E08000022
NE27 0,55.032562,-1.513546,368,England,E12000001,E08000022
NE27 9,56.270015,-1.458758,72,England,E12000001,E08000022
NE28 0,55.000382,-1.495951,176,England,E12000001,E08000022
NE28 5,64.014569,-1.192279,90,England,E12000001,E08000022
NE28 6,54.99242,-1.515755,285,England,E12000001,E08000022
NE28 7,54.998529,-1.517545,251,England,E12000001,E08000022
NE28 8,54.997548,-1.541238,253,England,E12000001,E08000022
NE28 9,55.009274,-1.523903,364,England,E12000001,E08000022
NE29 0,55.010376,-1.455985,240,England,E12000001,E08000022
NE29 1,55.295969,-1.48501,160,England,E12000001,E08000022
